Id,Activity Date,Total Steps,Total Dis.,Tracker Dis.,Logged Activities Dis.,Very Active Dis.,Moderately Active Dis.,Lightly Active Dis.,Sedentary Active Dis.,Very Active Min.,Moderately Active Min.,Lightly Active Min.,Sedentary Min.,Calories,,,,
2022484408,5/8/2016,3292,2.31 miles,2.31 miles,. miles,. miles,2.31 miles,. miles,. miles,0:00,2:15,0:00,21:45,1848,,,,
2022484408,5/9/2016,13379,9.39 miles,9.39 miles,. miles,2.12 miles,5.64 miles,1.63 miles,. miles,0:35,4:57,0:47,17:41,2709,,,,
2022484408,5/10/2016,12798,8.98 miles,8.98 miles,. miles,2.22 miles,5.56 miles,1.21 miles,. miles,0:57,4:31,0:28,18:04,2797,,,,
2022484408,5/11/2016,13272,9.32 miles,9.32 miles,. miles,4.18 miles,3.99 miles,1.15 miles,. miles,0:58,3:44,0:25,18:53,2544,,,,
2022484408,5/12/2016,9117,6.41 miles,6.41 miles,. miles,1.28 miles,4.44 miles,.67 miles,. miles,0:16,3:56,0:16,12:08,1853,,,,
2026352035,4/12/2016,4414,2.74 miles,2.74 miles,. miles,.19 miles,2.2 miles,.35 miles,. miles,0:03,3:01,0:08,11:46,1459,,,,
2026352035,4/13/2016,4993,3.1 miles,3.1 miles,. miles,. miles,3.1 miles,. miles,. miles,0:00,3:58,0:00,11:03,1521,,,,
2026352035,4/14/2016,3335,2.07 miles,2.07 miles,. miles,. miles,2.05 miles,. miles,. miles,0:00,3:17,0:00,10:53,1431,,,,
2026352035,4/15/2016,3821,2.37 miles,2.37 miles,. miles,. miles,2.37 miles,. miles,. miles,0:00,3:08,0:00,11:27,1444,,,,
2026352035,4/16/2016,2547,1.58 miles,1.58 miles,. miles,. miles,1.58 miles,. miles,. miles,0:00,2:30,0:00,12:08,1373,,,,
2026352035,4/17/2016,838,.52 miles,.52 miles,. miles,. miles,.52 miles,. miles,. miles,0:00,1:00,0:00,17:33,1214,,,,
2026352035,4/18/2016,3325,2.06 miles,2.06 miles,. miles,. miles,2.06 miles,. miles,. miles,0:00,3:02,0:00,17:42,1419,,,,
2026352035,4/19/2016,2424,1.5 miles,1.5 miles,. miles,. miles,1.5 miles,. miles,. miles,0:00,2:21,0:00,13:05,1356,,,,
2026352035,4/20/2016,7222,4.48 miles,4.48 miles,. miles,. miles,4.48 miles,. miles,. miles,0:00,5:27,0:00,10:23,1667,,,,
2026352035,4/21/2016,2467,1.53 miles,1.53 miles,. miles,. miles,1.53 miles,. miles,. miles,0:00,2:33,0:00,12:29,1370,,,,
2026352035,4/22/2016,2915,1.81 miles,1.81 miles,. miles,. miles,1.81 miles,. miles,. miles,0:00,2:42,0:00,11:52,1399,,,,
2026352035,4/23/2016,12357,7.71 miles,7.71 miles,. miles,. miles,7.71 miles,. miles,. miles,0:00,7:12,0:00,7:38,1916,,,,
2026352035,4/24/2016,3490,2.16 miles,2.16 miles,. miles,. miles,2.16 miles,. miles,. miles,0:00,2:44,0:00,11:44,1401,,,,
2026352035,4/25/2016,6017,3.73 miles,3.73 miles,. miles,. miles,3.73 miles,. miles,. miles,0:00,4:20,0:00,13:41,1576,,,,
2026352035,4/26/2016,5933,3.68 miles,3.68 miles,. miles,. miles,3.68 miles,. miles,. miles,0:00,4:48,0:00,16:58,1595,,,,
2026352035,4/27/2016,6088,3.77 miles,3.77 miles,. miles,. miles,3.77 miles,. miles,. miles,0:00,4:46,0:00,9:46,1593,,,,
2026352035,4/28/2016,6375,3.95 miles,3.95 miles,. miles,. miles,3.95 miles,. miles,. miles,0:00,5:31,0:00,10:26,1649,,,,
2026352035,4/29/2016,7604,4.71 miles,4.71 miles,. miles,. miles,4.71 miles,. miles,. miles,0:00,5:52,0:00,8:12,1692,,,,
2026352035,4/30/2016,4729,2.93 miles,2.93 miles,. miles,. miles,2.93 miles,. miles,. miles,0:00,3:53,0:00,9:54,1506,,,,
2026352035,5/1/2016,3609,2.28 miles,2.28 miles,. miles,. miles,2.28 miles,. miles,. miles,0:00,3:11,0:00,11:56,1447,,,,
2026352035,5/2/2016,7018,4.35 miles,4.35 miles,. miles,. miles,4.35 miles,. miles,. miles,0:00,5:55,0:00,11:56,1690,,,,
2026352035,5/3/2016,5992,3.72 miles,3.72 miles,. miles,. miles,3.72 miles,. miles,. miles,0:00,5:04,0:00,16:21,1604,,,,
2026352035,5/4/2016,6564,4.07 miles,4.07 miles,. miles,. miles,4.07 miles,. miles,. miles,0:00,5:45,0:00,8:50,1658,,,,
2026352035,5/5/2016,12167,7.54 miles,7.54 miles,. miles,. miles,7.54 miles,. miles,. miles,0:00,7:55,0:00,7:59,1926,,,,
2026352035,5/6/2016,8198,5.08 miles,5.08 miles,. miles,. miles,5.08 miles,. miles,. miles,0:00,6:23,0:00,8:31,1736,,,,
2026352035,5/7/2016,4193,2.6 miles,2.6 miles,. miles,. miles,2.6 miles,. miles,. miles,0:00,3:49,0:00,11:05,1491,,,,
2026352035,5/8/2016,5528,3.45 miles,3.45 miles,. miles,. miles,3.45 miles,. miles,. miles,0:00,4:18,0:00,10:10,1555,,,,
2026352035,5/9/2016,10685,6.62 miles,6.62 miles,. miles,. miles,6.6 miles,. miles,. miles,0:00,6:41,0:00,9:03,1869,,,,
2026352035,5/10/2016,254,.16 miles,.16 miles,. miles,. miles,.16 miles,. miles,. miles,0:00,0:17,0:00,16:42,1141,,,,
2026352035,5/11/2016,8580,5.32 miles,5.32 miles,. miles,. miles,5.32 miles,. miles,. miles,0:00,5:30,0:00,9:29,1698,,,,
2026352035,5/12/2016,8891,5.51 miles,5.51 miles,. miles,. miles,5.51 miles,. miles,. miles,0:00,5:43,0:00,5:30,1364,,,,
2320127002,4/12/2016,10725,7.49 miles,7.49 miles,. miles,1.17 miles,6.01 miles,.31 miles,. miles,0:13,5:06,0:09,18:32,2124,,,,
2320127002,4/13/2016,7275,4.9 miles,4.9 miles,. miles,. miles,4.9 miles,. miles,. miles,0:00,5:35,0:00,18:25,2003,,,,
2320127002,4/14/2016,3973,2.68 miles,2.68 miles,. miles,. miles,2.68 miles,. miles,. miles,0:00,3:11,0:00,20:49,1696,,,,
2320127002,4/15/2016,5205,3.51 miles,3.51 miles,. miles,. miles,3.51 miles,. miles,. miles,0:00,4:05,0:00,19:55,1801,,,,
2320127002,4/16/2016,5057,3.41 miles,3.41 miles,. miles,. miles,3.4 miles,. miles,. miles,0:00,3:15,0:00,20:45,1724,,,,
2320127002,4/17/2016,6198,4.18 miles,4.18 miles,. miles,. miles,4.18 miles,. miles,. miles,0:00,4:09,0:00,19:51,1852,,,,
2320127002,4/18/2016,6559,4.42 miles,4.42 miles,. miles,. miles,4.14 miles,.26 miles,. miles,0:00,4:20,0:07,19:33,1905,,,,
2320127002,4/19/2016,5997,4.04 miles,4.04 miles,. miles,. miles,3.66 miles,.38 miles,. miles,0:00,3:48,0:11,20:01,1811,,,,
2320127002,4/20/2016,7192,4.85 miles,4.85 miles,. miles,. miles,4.34 miles,.49 miles,. miles,0:00,4:43,0:11,19:06,1922,,,,
2320127002,4/21/2016,3404,2.29 miles,2.29 miles,. miles,.06 miles,1.81 miles,.42 miles,. miles,0:01,2:07,0:10,21:42,1610,,,,
2320127002,4/22/2016,5583,3.76 miles,3.76 miles,. miles,. miles,3.76 miles,. miles,. miles,0:00,4:26,0:00,19:34,1851,,,,
2320127002,4/23/2016,5079,3.42 miles,3.42 miles,. miles,. miles,3.42 miles,. miles,. miles,0:00,4:02,0:00,18:49,1804,,,,
2320127002,4/24/2016,4165,2.81 miles,2.81 miles,. miles,. miles,2.8 miles,. miles,. miles,0:00,3:24,0:00,20:36,1725,,,,
2320127002,4/25/2016,3588,2.42 miles,2.42 miles,. miles,.23 miles,1.99 miles,.2 miles,. miles,0:03,2:32,0:05,21:20,1654,,,,
2320127002,4/26/2016,3409,2.3 miles,2.3 miles,. miles,. miles,2.3 miles,. miles,. miles,0:00,2:27,0:00,21:33,1632,,,,
2320127002,4/27/2016,1715,1.16 miles,1.16 miles,. miles,. miles,1.16 miles,. miles,. miles,0:00,1:22,0:00,22:38,1481,,,,
2320127002,4/28/2016,1532,1.03 miles,1.03 miles,. miles,. miles,1.03 miles,. miles,. miles,0:00,1:16,0:00,22:44,1473,,,,
2320127002,4/29/2016,924,.62 miles,.62 miles,. miles,. miles,.62 miles,. miles,. miles,0:00,0:45,0:00,23:15,1410,,,,
2320127002,4/30/2016,4571,3.08 miles,3.08 miles,. miles,. miles,3.07 miles,. miles,. miles,0:00,3:54,0:00,20:06,1779,,,,
2320127002,5/1/2016,772,.52 miles,.52 miles,. miles,. miles,.52 miles,. miles,. miles,0:00,0:40,0:00,23:20,1403,,,,
2320127002,5/2/2016,3634,2.45 miles,2.45 miles,. miles,.36 miles,1.88 miles,.21 miles,. miles,0:05,2:03,0:06,21:46,1613,,,,
2320127002,5/3/2016,7443,5.02 miles,5.02 miles,. miles,1.49 miles,3.16 miles,.37 miles,. miles,0:20,3:26,0:10,20:04,1878,,,,
2320127002,5/4/2016,1201,.81 miles,.81 miles,. miles,. miles,.81 miles,. miles,. miles,0:00,0:52,0:00,23:08,1426,,,,
2320127002,5/5/2016,5202,3.51 miles,3.51 miles,. miles,. miles,3.11 miles,.39 miles,. miles,0:00,3:43,0:11,20:06,1780,,,,
2320127002,5/6/2016,4878,3.29 miles,3.29 miles,. miles,. miles,3.29 miles,. miles,. miles,0:00,3:24,0:00,20:36,1742,,,,
2320127002,5/7/2016,7379,4.97 miles,4.97 miles,. miles,. miles,4.97 miles,. miles,. miles,0:00,5:19,0:00,18:41,1972,,,,
2320127002,5/8/2016,5161,3.48 miles,3.48 miles,. miles,. miles,3.47 miles,. miles,. miles,0:00,4:07,0:00,19:53,1821,,,,
2320127002,5/9/2016,3090,2.08 miles,2.08 miles,. miles,. miles,2.08 miles,. miles,. miles,0:00,2:25,0:00,21:35,1630,,,,
2320127002,5/10/2016,6227,4.2 miles,4.2 miles,. miles,. miles,4.2 miles,. miles,. miles,0:00,4:50,0:00,19:10,1899,,,,
2320127002,5/11/2016,6424,4.33 miles,4.33 miles,. miles,. miles,4.33 miles,. miles,. miles,0:00,5:00,0:00,19:00,1903,,,,
2320127002,5/12/2016,2661,1.79 miles,1.79 miles,. miles,. miles,1.79 miles,. miles,. miles,0:00,2:08,0:00,13:50,1125,,,,
2347167796,4/12/2016,10113,6.83 miles,6.83 miles,. miles,2. miles,4.2 miles,.62 miles,. miles,0:28,5:20,0:13,16:04,2344,,,,
2347167796,4/13/2016,10352,7.01 miles,7.01 miles,. miles,1.66 miles,3.41 miles,1.94 miles,. miles,0:19,3:15,0:32,11:16,2038,,,,
2347167796,4/14/2016,10129,6.7 miles,6.7 miles,. miles,.02 miles,3.94 miles,2.74 miles,. miles,0:01,3:26,0:48,11:45,2010,,,,
2347167796,4/15/2016,10465,6.92 miles,6.92 miles,. miles,.07 miles,5.43 miles,1.42 miles,. miles,0:01,4:44,0:24,12:00,2133,,,,
2347167796,4/16/2016,22244,15.08 miles,15.08 miles,. miles,5.45 miles,5.53 miles,4.1 miles,. miles,1:06,4:28,1:12,16:08,2670,,,,
2347167796,4/17/2016,5472,3.62 miles,3.62 miles,. miles,.08 miles,3.26 miles,.28 miles,. miles,0:01,4:09,0:07,8:28,1882,,,,
2347167796,4/18/2016,8247,5.45 miles,5.45 miles,. miles,.79 miles,3.79 miles,.86 miles,. miles,0:11,3:26,0:16,11:18,1944,,,,
2347167796,4/19/2016,6711,4.44 miles,4.44 miles,. miles,. miles,4.44 miles,. miles,. miles,0:00,6:22,0:07,10:48,2346,,,,
2347167796,4/20/2016,10999,7.27 miles,7.27 miles,. miles,.68 miles,4.78 miles,1.81 miles,. miles,0:11,4:29,0:43,16:51,2198,,,,
2347167796,4/21/2016,10080,6.75 miles,6.75 miles,. miles,1.85 miles,3.38 miles,1.53 miles,. miles,0:23,3:28,0:26,12:41,2048,,,,
2347167796,4/22/2016,7804,5.16 miles,5.16 miles,. miles,.56 miles,2.92 miles,1.68 miles,. miles,0:09,3:26,0:27,13:01,1946,,,,
2347167796,4/23/2016,16901,11.37 miles,11.37 miles,. miles,2.78 miles,7.15 miles,1.45 miles,. miles,0:32,6:00,0:35,9:51,2629,,,,
2347167796,4/24/2016,9471,6.26 miles,6.26 miles,. miles,. miles,6.26 miles,. miles,. miles,0:00,6:00,0:00,9:44,2187,,,,
2347167796,4/25/2016,9482,6.38 miles,6.38 miles,. miles,1.27 miles,4.6 miles,.52 miles,. miles,0:15,4:37,0:11,10:53,2095,,,,
2347167796,4/26/2016,5980,3.95 miles,3.95 miles,. miles,. miles,3.95 miles,. miles,. miles,0:00,3:47,0:00,12:12,1861,,,,
2347167796,4/27/2016,11423,7.58 miles,7.58 miles,. miles,1.86 miles,5.32 miles,.4 miles,. miles,0:26,4:55,0:09,10:23,2194,,,,
2347167796,4/28/2016,5439,3.6 miles,3.6 miles,. miles,. miles,3.6 miles,. miles,. miles,0:00,3:49,0:00,12:44,1854,,,,
2347167796,4/29/2016,42,.03 miles,.03 miles,. miles,. miles,.03 miles,. miles,. miles,0:00,0:04,0:00,0:02,403,,,,
2873212765,4/12/2016,8796,5.91 miles,5.91 miles,. miles,.11 miles,4.88 miles,.93 miles,. miles,0:02,5:56,0:21,17:41,1982,,,,
2873212765,4/13/2016,7618,5.12 miles,5.12 miles,. miles,. miles,4.88 miles,.22 miles,.02 miles,0:00,6:44,0:08,17:08,2004,,,,
2873212765,4/14/2016,7910,5.32 miles,5.32 miles,. miles,. miles,5.32 miles,. miles,. miles,0:00,5:31,0:00,18:29,1893,,,,
2873212765,4/15/2016,8482,5.7 miles,5.7 miles,. miles,. miles,5.69 miles,. miles,.01 miles,0:00,7:28,0:00,16:32,2063,,,,
2873212765,4/16/2016,9685,6.65 miles,6.65 miles,. miles,3.11 miles,3.51 miles,.02 miles,.01 miles,0:47,5:05,0:01,18:07,2148,,,,
2873212765,4/17/2016,2524,1.7 miles,1.7 miles,. miles,. miles,1.34 miles,.35 miles,. miles,0:00,2:40,0:08,21:12,1529,,,,
2873212765,4/18/2016,7762,5.24 miles,5.24 miles,. miles,.07 miles,4.89 miles,.28 miles,. miles,0:01,5:11,0:06,18:42,1890,,,,
2873212765,4/19/2016,7948,5.37 miles,5.37 miles,. miles,. miles,5.36 miles,. miles,. miles,0:00,6:29,0:00,17:31,1956,,,,
2873212765,4/20/2016,9202,6.3 miles,6.3 miles,. miles,1.51 miles,4.66 miles,.12 miles,.01 miles,0:22,6:18,0:05,17:15,2094,,,,
2873212765,4/21/2016,8859,5.98 miles,5.98 miles,. miles,.13 miles,5.47 miles,.37 miles,.01 miles,0:02,6:11,0:10,17:37,1970,,,,
2873212765,4/22/2016,7286,4.9 miles,4.9 miles,. miles,.46 miles,4.42 miles,. miles,.02 miles,0:46,6:06,0:00,17:08,2241,,,,
2873212765,4/23/2016,9317,6.35 miles,6.35 miles,. miles,2.09 miles,4.02 miles,.23 miles,.01 miles,0:28,5:30,0:05,17:57,2021,,,,
2873212765,4/24/2016,6873,4.68 miles,4.68 miles,. miles,3. miles,1.62 miles,.06 miles,. miles,0:46,3:10,0:01,20:03,1898,,,,
2873212765,4/25/2016,7373,4.95 miles,4.95 miles,. miles,. miles,4.95 miles,. miles,. miles,0:00,5:59,0:00,18:01,1907,,,,
2873212765,4/26/2016,8242,5.54 miles,5.54 miles,. miles,.12 miles,5.24 miles,.18 miles,. miles,0:02,5:09,0:05,18:44,1882,,,,
2873212765,4/27/2016,3516,2.36 miles,2.36 miles,. miles,. miles,2.36 miles,. miles,. miles,0:46,3:17,0:00,19:57,1966,,,,
2873212765,4/28/2016,7913,5.41 miles,5.41 miles,. miles,2.16 miles,2.91 miles,.34 miles,. miles,0:28,3:33,0:07,19:52,1835,,,,
2873212765,4/29/2016,7365,4.95 miles,4.95 miles,. miles,1.36 miles,2.18 miles,1.41 miles,. miles,0:20,3:26,0:23,19:51,1780,,,,
2873212765,4/30/2016,8452,5.68 miles,5.68 miles,. miles,.33 miles,4.26 miles,1.08 miles,.01 miles,0:05,4:08,0:20,19:27,1830,,,,
2873212765,5/1/2016,7399,4.97 miles,4.97 miles,. miles,.49 miles,3.44 miles,1.04 miles,. miles,0:07,3:16,0:18,20:19,1739,,,,
2873212765,5/2/2016,7525,5.06 miles,5.06 miles,. miles,. miles,4.83 miles,.21 miles,.02 miles,0:00,5:34,0:07,18:19,1878,,,,
2873212765,5/3/2016,7412,4.98 miles,4.98 miles,. miles,.06 miles,4.66 miles,.25 miles,.01 miles,0:01,6:03,0:06,17:50,1906,,,,
2873212765,5/4/2016,8278,5.56 miles,5.56 miles,. miles,. miles,5.56 miles,. miles,. miles,0:00,7:00,0:00,17:00,2015,,,,
2873212765,5/5/2016,8314,5.61 miles,5.61 miles,. miles,.78 miles,4.03 miles,.8 miles,. miles,0:13,5:11,0:23,18:13,1971,,,,
2873212765,5/6/2016,7063,4.75 miles,4.75 miles,. miles,. miles,4.61 miles,.12 miles,.01 miles,0:00,6:10,0:05,17:45,1910,,,,
2873212765,5/7/2016,4940,3.38 miles,3.38 miles,. miles,2.28 miles,.55 miles,.55 miles,. miles,1:15,0:52,0:11,21:42,1897,,,,
2873212765,5/8/2016,8168,5.54 miles,5.54 miles,. miles,2.9 miles,2.64 miles,. miles,. miles,0:46,5:26,0:00,17:48,2096,,,,
2873212765,5/9/2016,7726,5.19 miles,5.19 miles,. miles,. miles,5.19 miles,. miles,. miles,0:00,5:45,0:00,18:15,1906,,,,
2873212765,5/10/2016,8275,5.56 miles,5.56 miles,. miles,. miles,5.55 miles,. miles,.01 miles,0:00,6:13,0:00,17:47,1962,,,,
2873212765,5/11/2016,6440,4.33 miles,4.33 miles,. miles,. miles,4.32 miles,. miles,.01 miles,0:00,5:19,0:00,18:41,1826,,,,
2873212765,5/12/2016,7566,5.11 miles,5.11 miles,. miles,. miles,5.11 miles,. miles,. miles,0:00,4:28,0:00,12:00,1431,,,,
3372868164,4/12/2016,4747,3.24 miles,3.24 miles,. miles,. miles,3.23 miles,. miles,.01 miles,0:00,4:40,0:00,19:20,1788,,,,
3372868164,4/13/2016,9715,6.63 miles,6.63 miles,. miles,.99 miles,5.27 miles,.34 miles,.02 miles,0:16,6:11,0:08,17:25,2093,,,,
3372868164,4/14/2016,8844,6.03 miles,6.03 miles,. miles,.34 miles,4.65 miles,1.03 miles,.01 miles,0:06,6:10,0:25,17:19,2065,,,,
3372868164,4/15/2016,7451,5.08 miles,5.08 miles,. miles,. miles,5.06 miles,. miles,.02 miles,0:00,5:35,0:00,18:25,1908,,,,
3372868164,4/16/2016,6905,4.73 miles,4.73 miles,. miles,. miles,4.7 miles,. miles,.03 miles,0:00,5:56,0:00,18:04,1908,,,,
3372868164,4/17/2016,8199,5.88 miles,5.88 miles,. miles,1.41 miles,4.36 miles,.1 miles,.01 miles,0:11,5:22,0:02,18:25,1964,,,,
3372868164,4/18/2016,6798,4.64 miles,4.64 miles,. miles,1.08 miles,3.35 miles,.2 miles,. miles,0:20,5:43,0:07,17:50,2014,,,,
3372868164,4/19/2016,7711,5.26 miles,5.26 miles,. miles,. miles,5.24 miles,. miles,.02 miles,0:00,6:16,0:00,17:44,1985,,,,
3372868164,4/20/2016,4880,3.33 miles,3.33 miles,. miles,.84 miles,2.38 miles,.09 miles,.02 miles,0:15,4:34,0:03,19:08,1867,,,,
3372868164,4/21/2016,8857,6.07 miles,6.07 miles,. miles,1.15 miles,4.64 miles,.26 miles,.01 miles,0:18,6:16,0:09,17:17,2124,,,,
3372868164,4/22/2016,3843,2.62 miles,2.62 miles,. miles,. miles,2.61 miles,. miles,.01 miles,0:00,3:26,0:00,20:34,1669,,,,
3372868164,4/23/2016,7396,5.07 miles,5.07 miles,. miles,1.4 miles,3.58 miles,.08 miles,. miles,0:20,5:03,0:02,18:35,1995,,,,
3372868164,4/24/2016,6731,4.59 miles,4.59 miles,. miles,.89 miles,3.49 miles,.19 miles,.02 miles,0:14,4:52,0:07,18:47,1921,,,,
3372868164,4/25/2016,5995,4.09 miles,4.09 miles,. miles,. miles,4.09 miles,. miles,. miles,0:00,6:56,0:00,17:04,2010,,,,
3372868164,4/26/2016,8283,5.79 miles,5.79 miles,. miles,1.85 miles,3.87 miles,.05 miles,.01 miles,0:22,5:33,0:02,18:03,2057,,,,
3372868164,4/27/2016,7904,5.42 miles,5.42 miles,. miles,1.58 miles,3.19 miles,.63 miles,.01 miles,0:24,5:46,0:13,17:37,2095,,,,
3372868164,4/28/2016,5512,3.76 miles,3.76 miles,. miles,. miles,3.76 miles,. miles,. miles,0:00,6:25,0:00,17:35,1972,,,,
3372868164,4/29/2016,9135,6.23 miles,6.23 miles,. miles,. miles,6.22 miles,. miles,.01 miles,0:00,6:42,0:00,17:18,2044,,,,
3372868164,4/30/2016,5250,3.58 miles,3.58 miles,. miles,1.06 miles,2.42 miles,.09 miles,.01 miles,0:17,5:00,0:04,18:39,1946,,,,
3372868164,5/1/2016,3077,2.1 miles,2.1 miles,. miles,. miles,2.09 miles,. miles,. miles,0:00,2:52,0:00,14:02,1237,,,,
3977333714,4/12/2016,8856,5.98 miles,5.98 miles,. miles,3.06 miles,2.01 miles,.91 miles,. miles,0:44,2:11,0:19,12:57,1450,,,,
3977333714,4/13/2016,10035,6.71 miles,6.71 miles,. miles,2.03 miles,2.55 miles,2.13 miles,. miles,0:31,2:33,0:46,12:34,1495,,,,
3977333714,4/14/2016,7641,5.11 miles,5.11 miles,. miles,.32 miles,3.82 miles,.97 miles,. miles,0:05,3:34,0:23,13:21,1433,,,,
3977333714,4/15/2016,9010,6.06 miles,6.06 miles,. miles,1.05 miles,3.26 miles,1.75 miles,. miles,0:15,3:03,0:42,10:44,1468,,,,
3977333714,4/16/2016,13459,9. miles,9. miles,. miles,2.03 miles,2.97 miles,4. miles,. miles,0:31,2:33,1:23,11:03,1625,,,,
3977333714,4/17/2016,10415,6.97 miles,6.97 miles,. miles,.7 miles,3.92 miles,2.35 miles,. miles,0:11,3:25,0:58,10:00,1529,,,,
3977333714,4/18/2016,11663,7.8 miles,7.8 miles,. miles,.25 miles,3.82 miles,3.73 miles,. miles,0:04,3:34,1:35,10:05,1584,,,,
3977333714,4/19/2016,12414,8.78 miles,8.78 miles,. miles,2.24 miles,3.96 miles,2.45 miles,. miles,0:19,3:41,1:07,12:18,1638,,,,
3977333714,4/20/2016,11658,7.83 miles,7.83 miles,. miles,.2 miles,3.28 miles,4.35 miles,. miles,0:02,2:44,1:38,14:05,1554,,,,
3977333714,4/21/2016,6093,4.08 miles,4.08 miles,. miles,. miles,4.06 miles,. miles,. miles,0:00,4:02,0:00,11:52,1397,,,,
3977333714,4/22/2016,8911,5.96 miles,5.96 miles,. miles,2.33 miles,3.06 miles,.58 miles,. miles,0:33,3:08,0:12,12:11,1481,,,,
3977333714,4/23/2016,12058,8.07 miles,8.07 miles,. miles,. miles,3.85 miles,4.22 miles,. miles,0:00,4:12,1:32,12:04,1638,,,,
3977333714,4/24/2016,14112,10. miles,10. miles,. miles,3.27 miles,2.17 miles,4.56 miles,. miles,0:30,2:09,1:35,11:00,1655,,,,
3977333714,4/25/2016,11177,8.48 miles,8.48 miles,. miles,5.62 miles,2.41 miles,.43 miles,. miles,0:50,2:13,0:09,13:01,1570,,,,
3977333714,4/26/2016,11388,7.62 miles,7.62 miles,. miles,.45 miles,2.95 miles,4.22 miles,. miles,0:07,2:50,1:35,13:17,1551,,,,
3977333714,4/27/2016,7193,5.04 miles,5.04 miles,. miles,. miles,4.62 miles,.42 miles,. miles,0:00,2:56,0:10,11:54,1377,,,,
3977333714,4/28/2016,7114,4.88 miles,4.88 miles,. miles,1.37 miles,3.22 miles,.29 miles,. miles,0:15,3:10,0:08,13:24,1407,,,,
3977333714,4/29/2016,10645,7.75 miles,7.75 miles,. miles,3.74 miles,2.71 miles,1.3 miles,. miles,0:36,2:30,0:32,12:24,1545,,,,
3977333714,4/30/2016,13238,9.2 miles,9.2 miles,. miles,3.69 miles,3.41 miles,2.1 miles,. miles,0:43,3:14,0:52,11:27,1650,,,,
3977333714,5/1/2016,10414,7.07 miles,7.07 miles,. miles,2.67 miles,2.41 miles,1.98 miles,. miles,0:41,2:04,0:40,11:31,1501,,,,
3977333714,5/2/2016,16520,11.05 miles,11.05 miles,. miles,1.54 miles,3.02 miles,6.48 miles,. miles,0:24,2:56,2:23,11:53,1760,,,,
3977333714,5/3/2016,14335,9.59 miles,9.59 miles,. miles,3.32 miles,4.53 miles,1.74 miles,. miles,0:47,4:18,0:41,9:54,1710,,,,
3977333714,5/4/2016,13559,9.44 miles,9.44 miles,. miles,1.81 miles,2.89 miles,4.58 miles,. miles,0:14,2:22,1:36,14:12,1628,,,,
3977333714,5/5/2016,12312,8.58 miles,8.58 miles,. miles,1.76 miles,2.71 miles,4.11 miles,. miles,0:14,2:58,1:28,11:20,1618,,,,
3977333714,5/6/2016,11677,8.28 miles,8.28 miles,. miles,3.11 miles,2.67 miles,2.51 miles,. miles,0:29,2:48,0:55,11:16,1590,,,,
3977333714,5/7/2016,11550,7.73 miles,7.73 miles,. miles,. miles,3.59 miles,4.13 miles,. miles,0:00,3:28,1:26,11:43,1574,,,,
3977333714,5/8/2016,13585,9.09 miles,9.09 miles,. miles,.68 miles,3.17 miles,5.24 miles,. miles,0:09,2:51,1:56,11:28,1633,,,,
3977333714,5/9/2016,14687,10.08 miles,10.08 miles,. miles,.77 miles,3.55 miles,5.6 miles,. miles,0:08,2:31,2:02,19:19,1667,,,,
3977333714,5/10/2016,13072,8.78 miles,8.78 miles,. miles,.07 miles,3.31 miles,5.4 miles,. miles,0:01,3:16,1:55,11:16,1630,,,,
3977333714,5/11/2016,746,.5 miles,.5 miles,. miles,.37 miles,.13 miles,. miles,. miles,0:04,0:09,0:00,0:13,52,,,,
4020332650,4/12/2016,8539,6.12 miles,6.12 miles,. miles,.15 miles,5.68 miles,.24 miles,. miles,0:04,5:31,0:15,11:52,3654,,,,
4020332650,4/13/2016,0,. miles,. miles,. miles,. miles,. miles,. miles,. miles,0:00,0:00,0:00,24:00,1981,,,,
4020332650,4/14/2016,108,.08 miles,.08 miles,. miles,. miles,.03 miles,. miles,. miles,0:00,0:03,0:00,23:57,2011,,,,
4020332650,4/15/2016,1882,1.35 miles,1.35 miles,. miles,.21 miles,.77 miles,.36 miles,. miles,0:36,1:27,0:18,21:39,2951,,,,
4020332650,4/16/2016,1982,1.42 miles,1.42 miles,. miles,.45 miles,.59 miles,.37 miles,. miles,1:05,0:55,0:21,20:22,3051,,,,
4020332650,4/17/2016,16,.01 miles,.01 miles,. miles,. miles,.01 miles,. miles,. miles,0:00,0:02,0:00,23:58,1990,,,,
4020332650,4/18/2016,62,.04 miles,.04 miles,. miles,. miles,.04 miles,. miles,. miles,0:00,0:02,0:00,23:58,1995,,,,
4020332650,4/19/2016,0,. miles,. miles,. miles,. miles,. miles,. miles,. miles,0:00,0:00,0:00,24:00,1980,,,,
4020332650,4/20/2016,0,. miles,. miles,. miles,. miles,. miles,. miles,. miles,0:00,0:00,0:00,24:00,1980,,,,
4020332650,4/21/2016,0,. miles,. miles,. miles,. miles,. miles,. miles,. miles,0:00,0:00,0:00,24:00,1980,,,,
4020332650,4/22/2016,0,. miles,. miles,. miles,. miles,. miles,. miles,. miles,0:00,0:00,0:00,24:00,1980,,,,
4020332650,4/23/2016,0,. miles,. miles,. miles,. miles,. miles,. miles,. miles,0:00,0:00,0:00,24:00,1980,,,,
4020332650,4/24/2016,0,. miles,. miles,. miles,. miles,. miles,. miles,. miles,0:00,0:00,0:00,24:00,1980,,,,
4020332650,4/25/2016,0,. miles,. miles,. miles,. miles,. miles,. miles,. miles,0:00,0:00,0:00,24:00,1980,,,,
